,Product Name,Sales Volume,Rating,Number of Review,Price
24,"Lenovo - Yoga C940-14IIL 14"" i5/16G/512 SSD Milti-mode Notebook (81Q90012HH) - High Quality Demo Unit",Null,Null,Null,"$ 6,099.00"
25,Samsung - (GRAY)GALAXY TAB S6 LITE P610 WIFI 4GB RAM 128GB ROM,40+ Sold,5,(3),"$ 2,648.00"
26,AMAZON - 【Parallel Goods WTY.30days】Green - (32GB ads ver.) 2018 Waterproof Kindle Paperwhite Wi-Fi E-Reader,50+ Sold,5,(2),"$ 1,088.00"
27,"日本熱銷 - iPhone Stand Angle Adjustable Cell Phone Stand For Desk (Black, 1pc) tablet iPad  Zoom",70+ Sold,5,(2),$ 38.00
28,"Samsung - Samsung Galaxy Tab A7 10.4"" (3+64GB) WIFI Sliver",10+ Sold,5,(1),"$ 1,788.00"
29,mooInk - Readmoo mooInk S 6-inch e-book reader-(plain white),Null,Null,Null,"$ 1,798.00"
30,AMAZON - 【Parallel Goods WTY.30days】White - (Newest 8GB with ads.) 2019 All New Kindle 10th Wi-Fi E-Reader,500+ Sold,3.9,(15),$ 628.00
31,"BOOX - 【2021】BOOX 7.8"" Nova3 color(case set)",Null,5,(1),"$ 4,388.00"
32,Hedonic - UV-C Sterilizer Box with Qi 10W Wireless Fast Charging,20+ Sold,5,(1),$ 288.00
33,AMAZON KINDLE  - Paperwhite 10th (2018) 32GB WiFi Black (UPC841667152752) -(parallel import 30-dayWarranty),20+ Sold,Null,Null,"$ 1,090.00"
34,APPLE - iPad mini 1/2/3 Smart Cover ORINIGAL Grey,10+ Sold,Null,Null,$ 188.00
35,Xiaomi - Mi Ionic Hair Dryer H300,50+ Sold,Null,Null,$ 199.00
36,"BOOX - 【2020】 BOOX Poke 3 6"" Android 10.0 (free original value $198, protective cover)",10+ Sold,Null,Null,"$ 1,998.00"
37,Xiaomi - [HK official] Mi Box S 4K Ultra Android Netflix YouTube google play,10+ Sold,Null,Null,$ 469.00
38,"Samsung - Samsung Galaxy Tab A7 10.4"" (3+64GB) WIFI Grey",Null,Null,Null,"$ 1,788.00"
39,Xiaomi - Mi Watch Lite,60+ Sold,5,(1),$ 429.00
40,Lenovo - Lenovo Tab P11 Pro (LTE) Tablet GREY,Null,Null,Null,"$ 3,299.00"
41,Hedonic - 【日本品牌】120ml Alcohol Screen Cleaner,100+ Sold,5,(1),$ 38.00
42,AMAZON - Kindle Paperwhite 2018 (10th Generation) (8GB) (Twilight Blue) (Parallel Imported),Null,Null,Null,$ 960.00
43,Xiaomi - [香港行貨] 小米 Jimny Remote Car,20+ Sold,Null,Null,$ 329.00
44,Samsung - (GRAY)GALAXY TAB A7 T505 LTE 3GB RAM 64GB ROM,Null,Null,Null,"$ 2,388.00"
45,AMAZON KINDLE  - 2018 Waterproof Kindle Paperwhite Wi-Fi E-Reader Black-(32GB ads ver.)【Parallel Goods】(841667152752),Null,Null,Null,"$ 1,199.00"
46,"Treasure Land - iPad Pro 11 inch iPad Air 0.33mm tempered glass screen protector ( also for iPad Air 4 10.9"")",40+ Sold,Null,Null,$ 65.00
47,Kindle - Kindle - (Latest 10th Gen) Third-Party Kindle Paperwhite 2018 Smart Sleeping Case Light Blue colour,30+ Sold,1,(1),$ 55.00
48,Mcbazel - Multi-Angle Pillow Stand for Tablet/iPad/E-Reader - Blue,20+ Sold,4,(1),$ 69.00
49,AMAZON KINDLE  - 2019 Kindle 10th Wi-Fi E-Reader Black - (Newest 8GB with ads. ver.) 【Parallel Goods】(841667139920),Null,Null,Null,$ 698.00
50,DUX DUCIS - DUX-DUCIS--Pencil-Black,Null,Null,Null,$ 198.00
51,"AMAZON - 【Parallel Goods WTY.30days】2019 Kindle Oasis 7""inch E-reader (8GB  Ads Ver.) - Grey",80+ Sold,Null,Null,"$ 2,040.00"
52,Xiaomi - [香港行貨] 小米 米家無線吸塵器G10 65分鐘特長續航力,Null,Null,Null,"$ 1,950.00"
53,iPens - X1 - Active capacitive pen stylus fine head ipad / tablet / smartphone (Silver) 1 Year Warranty,60+ Sold,4,(2),$ 299.00
54,ARMOR - Flexible Glass Screen Protector_Paper Like+Anti-Blue Ligh_New iPad(2020)/iPad Pro 10.5/iPad Air 10.2,30+ Sold,Null,Null,$ 172.00
55,P&J - Three-in-one bracket-black,10+ Sold,Null,Null,$ 55.00
56,MINNA - Non-slip desktop fortable smartphone holder (Black) rack hanger saver for tablet computer facetime,10+ Sold,Null,Null,$ 93.00
57,Kindle - Kindle Oasis Smart Sleeping cover Black colour(2019)(2017),80+ Sold,3.5,(2),$ 68.00
58,Huawei - Huawei MatePad (2021) Tablet GREY,Null,Null,Null,"$ 2,098.00"
59,"ARMOR - Flexible Glass Screen Protector_Paper Like with Anti-Blue Light for iPad Pro 12.9"" (3rd/4th/5th Gen)",20+ Sold,3.5,(4),$ 195.00
60,Kindle - Kindle - (Latest 10th Gen) Third-Party Kindle Paperwhite 2018 Smart Sleeping Case Black colour,100+ Sold,4.2,(5),$ 52.00
61,AMAZON - Kindle 2019 (10th Generation) (8GB with Ads) (Black) (Parallel Imported),Null,Null,Null,$ 660.00
62,AMAZON - 【Parallel Goods WTY.30days】Red - (32GB ads ver.) 2018 Waterproof Kindle Paperwhite Wi-Fi E-Reader,40+ Sold,4.5,(2),"$ 1,088.00"
63,mooInk - Readmoo mooInk S 6-inch e-book reader- (inkstone black),Null,Null,Null,"$ 1,798.00"
64,Ulefone - Night Vision Camera｜夜間錄製寵物，釣魚，爬山｜適用於USB Type-C，Android 7或以上裝置,Null,5,(1),$ 528.00
65,Logitech - Slim Folio Bluetooth Keyboard and Protect Case 920-009722 for iPad Pro 12.9 inch Gen 3 and Gen 4,Null,Null,Null,$ 999.00
66,"AMAZON - Kindle Oasis (10th generation) (7"", Graphite) (32GB) (Parallel Imported)",Null,Null,Null,"$ 2,180.00"
67,AOE - iPad tablet tempered glass screen protector two pieces/ for model iPad Pro 12.9 inch (2018/2020),10+ Sold,Null,Null,$ 109.00
68,Others - Official Paperlike iPad Screen Protector Nanodots Matte Write Draw For iPad Pro 12.9 2018/20/21,Null,Null,Null,$ 399.00
69,"DUX DUCIS - iPad Pro 11"" 2021 Smart Case - Black",Null,Null,Null,$ 269.00
70,Chuwi - Hi10 X - 10.1吋 2in1 平板電腦｜送專用鍵盤｜6GB RAM / 128GB ROM,Null,Null,Null,"$ 2,399.00"
71,Moshi - iVisor AG Anti-glare Screen Protector - 2020 iPad Pro 11-inch / iPad Air 10.9-inch (99MO020041),20+ Sold,Null,Null,$ 238.00
72,"AMAZON - Kindle Oasis (10th generation) (7"", Graphite) (8GB) (Parallel Imported)",Null,Null,Null,"$ 1,960.00"
73,Kindle - Screen Protector for Kindle Paperwhite 4 (KPW4)**No packaging envelope**,30+ Sold,2,(1),$ 88.00
74,Verbatim - 20W 2 port PD & QC 3.0 USB Charger,10+ Sold,5,(1),$ 128.00
75,Hedonic - 0.3m 30cm USB A to Lightning Cable 21AWG 2.4A Black Apple Lightning iPhone SE iPad watch,30+ Sold,5,(1),$ 68.00
76,Kindle - Kindle - (Latest 10th Gen) Third-Party Kindle Paperwhite 2018 Smart Sleeping Soft Case gray colour,20+ Sold,Null,Null,$ 50.00
77,Philips - M8 平板電腦,Null,Null,Null,$ 899.00
78,ARMOR - Flexible Glass Screen Protector_Paper Like with Anti-Blue Light for Surface Pro 7,20+ Sold,5,(1),$ 190.00
79,"日本暢銷 - Upgraded Phone Stand Angle Adjustable Cell Phone Stand For Desk (Black, 1pc) tablet iPad  Zoom",10+ Sold,Null,Null,$ 30.00
80,Kindle - Kindle - (Latest 10th Gen) Third-Party Kindle Paperwhite 2018 Smart Sleeping Case gray colour,80+ Sold,5,(3),$ 52.00
81,AMAZON KINDLE  - Paperwhite 10TH (2018)8GB WiFi IPX 8 - Black  (UPC841667127910) -(parallel import 30-dayWarranty),Null,Null,Null,$ 960.00
82,Wiredix - [65W超細Size] 2 Port 65W PD 3.0 & QC 3.0 GaN USB 快充 充電器 超細 apple android iPhone macbook pro air,10+ Sold,1,(1),$ 198.00
83,Kindle - Kindle - (Latest 10th Gen) Third-Party Kindle Paperwhite 2018 Smart Sleeping Case Pink colour,30+ Sold,Null,Null,$ 55.00
84,Kindle - Kindle - (Latest 10th Gen) Third-Party Kindle Paperwhite 2018 Smart Sleeping Soft Case Black colour,20+ Sold,Null,Null,$ 50.00
85,"AMAZON - Fire 7 Kids Edition 2019 7"" Tablet 16GB 841667143354 Pink Parallel import",Null,Null,Null,$ 768.00
86,"Xiaomi - MI Xiaomi  13.5"" LCD Writing Tablet  -parallel import",30+ Sold,Null,Null,$ 119.00
87,CUBE. - iPlay 8T 3GB RAM+32GB,Null,3,(1),$ 779.00
88,Kindle - Screen Protector for Kindle Oasis (KO3),20+ Sold,Null,Null,$ 88.00
89,Kindle - Kindle - (Latest 10th Gen) Third-Party Kindle Paperwhite 2018 Smart Sleeping Case Blue colour,10+ Sold,Null,Null,$ 55.00
90,"AMAZON - 【Parallel Goods WTY.30days】White - Fire HD 10,10.1"" HD Tablet (32GB Storage) (841667155012)",Null,Null,Null,$ 998.00
91,"AMAZINGthing - (Buy 1 get 1 free promo) SUPREME FILM iPad Pro 11"" Drawing Film",50+ Sold,1,(1),$ 188.00
92,Kindle - Kindle -Amazon All-new Kindle 2019 Smart Sleeping Case black colour,20+ Sold,Null,Null,$ 48.00
93,Kindle - Kindle -Amazon All-new Kindle 2019 Smart Sleeping Case gray colour,20+ Sold,Null,Null,$ 48.00
94,Hedonic - 1.2m 120cm USB A to Lightning cable 21AWG 2.4A  Green Apple Lightning iPhone SE iPad watch,40+ Sold,Null,Null,$ 78.00
95,AMAZON - Kindle Paperwhite 2018 (10th Generation) (32GB) (Black) (Parallel Imported),Null,Null,Null,"$ 1,090.00"
96,AMAZON - KINDLE PAPERWHITE 4TH GEN WI-FI 8GB BLACK (12 MONTHS WARRANTY) 2018,Null,5,(1),"$ 1,040.00"
97,AMAZON - Kindle Paperwhite 2018 (10th Generation) (8GB) (Plum) (Parallel Imported),Null,Null,Null,$ 960.00
98,AMAZON - Kindle Paperwhite 2018 (10th Generation) (8GB) (Black) (Parallel Imported),Null,Null,Null,$ 960.00
99,AMAZON - ALL NEW KINDLE 8GB WI-FI 2019 - BLACK (12 MONTHS WARRANTY),Null,Null,Null,$ 833.00
100,CYGP - USB/HDMI/Type-C/AUX extender for ipad,Null,Null,Null,$ 298.00
101,Kindle - Kindle Oasis Smart Sleeping cover gray  colour(2019)(2017),20+ Sold,Null,Null,$ 68.00
102,AMAZON KINDLE  - Kindle - paperwhite case (Red) for  2014 version  With Handle (fit for 117mm x 169mm),10+ Sold,1,(1),$ 69.00
103,"日本暢銷 - Upgraded Phone Stand Angle Adjustable Cell Phone Stand For Desk (White, 1pc) tablet iPad  Zoom",10+ Sold,Null,Null,$ 35.00
104,AMAZON - KINDLE PAPERWHITE 4TH GEN WI-FI 32GB BLACK (12 MONTHS WARRANTY) 2018,20+ Sold,Null,Null,"$ 1,199.00"
105,"AMAZINGthing - SUPREMEFILM iPad Air 10.5"" Drawing film",30+ Sold,5,(1),$ 158.00
106,BOOX - BOOX Wacom Pen (for Nova series，Note series，Max series),10+ Sold,Null,Null,$ 320.00
107,Kindle - Kindle - (Latest 10th Gen)Third-Party Kindle Paperwhite 2018 Smart Sleeping Case Light Orange colour,Null,Null,Null,$ 55.00
108,"AMAZON - 【Parallel Goods WTY.60days】White - Fire HD 8""inch high definition Tablet(32GB Storage)(840080502359)",10+ Sold,Null,Null,$ 698.00
109,AMAZON - Kindle Paperwhite 2018 (10th Generation) (8GB) (Sage) (Parallel Imported),Null,5,(1),$ 960.00
110,AMAZON - Kindle Paperwhite 2018 (10th Generation) (32GB) (Plum) (Parallel Imported),Null,Null,Null,"$ 1,090.00"
111,ARMOR - Flexible Glass Screen Protector_9H with HD for iPad Pro 11 (2021) / iPad Air (2020),10+ Sold,Null,Null,$ 160.00
112,mooInk - Readmoo 6 inches mooInk S / C Separate protective case,10+ Sold,Null,Null,$ 298.00
113,Capdase - IPAD PRO 11 2020 EARLY  Flip Case Bumper Folio,10+ Sold,Null,Null,$ 198.00
114,"ARMOR - Flexible Glass Screen Protector_9H with HD for New iPad (2020) / iPad Pro 10.5"" / iPad Air 10.2""",Null,Null,Null,$ 160.00
115,PanzerGlass - Microsoft Surface Pro 4/5/6/7 Screen Protector,Null,Null,Null,$ 428.00
116,"Verbatim - (White) Verbatim#66633 PD 20w+Qc3.0 Charger Type-c charging dual plug fast charging (original licensed product, one year warranty) ",10+ Sold,Null,Null,$ 98.00
117,"AMAZON - All-New Fire HD 10 Tablet 2020 (10.1"" 1080p full HD display, 32 GB) (Blue) (Parallel Imported)",Null,Null,Null,$ 940.00
118,ZETO - phone holder,Null,1,(2),$ 59.00
119,mooInk - mooink Pro 10.3'' Flip Cover case,Null,Null,Null,$ 390.00
120,日本暢銷 - Aluminum Tablet Stand Adjustable,Null,Null,Null,$ 129.00
121,BOOX - BOOX Nova Case （suitable for Nova / Nova Pro/Nova2/Nova3/Nova3 color）,10+ Sold,Null,Null,$ 268.00
122,Kindle - Touch 2014 case (Green) for 2014 version (fit for 117mm x 169mm),Null,Null,Null,$ 59.00
123,GT - nia 6'' replacement case,Null,Null,Null,$ 66.00
124,ANANK - Privacy 3D Screen Protector For iPhone 11/ iPhone XR (Full Coverage - Black),40+ Sold,1,(1),$ 95.00
125,DigiLand - DigiLand DL9003MK 9-inch 2-in-1 Portable DVD+Tablet PC,Null,Null,Null,$ 598.00
126,Rockspace - Desktop Phone/ Tablet Stand,Null,Null,Null,$ 148.00
127,ANANK - EYESAFE / ANTI-BLUERAY 2.5D REINFORCED EDGES GLASS SCREEN PROTECTOR FOR iPhone 12 Pro Max,Null,Null,Null,$ 98.00
128,GT - clara HD 6'' replacement case,Null,Null,Null,$ 66.00
129,CYGP - High-quality aluminum alloy foldable Ipad stand,Null,Null,Null,$ 198.00
130,AMAZON - Kindle eReader 2019 (10th Gen) WiFi 6” 8GB (White) (Parallel Import),Null,Null,Null,$ 688.00
131,BOOX - BOOX Poke3/Poke2 Slim Smart Case Cotton gray,10+ Sold,Null,Null,$ 198.00
132,GT - forma  8'' replacement case (Grey color),Null,Null,Null,$ 110.00
133,Xiaomi - Yeelight remote for Xiaomi Ceiling light,Null,Null,Null,$ 49.00
134,GT - forma  8'' replacement case,Null,Null,Null,$ 110.00
135,ARMOR - Flexible Glass Screen Protector_9H with HD for Surface Pro 7,Null,Null,Null,$ 180.00
136,日本熱銷 - Foldable Cell Phone Stand Angle & Height Adjustable Desk Phone Holder with Stable Anti-Slip Design,Null,Null,Null,$ 48.00
137,IRainbow - (Black) 15'' LCD Writing Tablet of environmental protection painting graffiti practice ,10+ Sold,3.6,(3),$ 99.00
138,CYGP - Infrared heating physiotherapy electric blanket (60x30cm),Null,Null,Null,$ 498.00
139,Agrade - (Black) 15'' LCD Writing Tablet of environmental protection painting graffiti practice ,10+ Sold,Null,Null,$ 88.00
140,LaVe Leisure - iPad Case / Tablet Case-Grey 15 inch,Null,Null,Null,$ 50.00
141,"KM - Japanese brand NSH foldable mobile phone computer stand, tablet lazy stand, supplies support stand",10+ Sold,Null,Null,$ 38.00
142,"ANANK - 2.5D SCREEN PROTECTOR FOR iPhone 12 MINI (5.4"")",Null,Null,Null,$ 68.00
143,PanzerGlass - iPad 7th/8th generation 3D Strengthen Privacy  Screen Protector,Null,Null,Null,$ 368.00
144,日本暢銷 - Tablet Phone Stand,Null,Null,Null,$ 59.00
145,MOMAX - Ring Case Designed for Air Tag - Purple SR26,Null,Null,Null,$ 98.00
146,"DUX DUCIS - iPad 10.2"" 2020或2019 Smart Case - Black",100+ Sold,4.6,(3),$ 189.00
147,JPE - Leather Sleeve for iPad/Macbook/Tablet／Laptop Laptop Ipad Carrying Case (12inch_Black),30+ Sold,4,(1),$ 98.00
148,JPE - Leather Sleeve for iPad/Macbook/Tablet／Laptop Laptop Ipad Carrying Case (12inch_Mint),Null,Null,Null,$ 98.00
149,Lenovo - IdeaPad Miix 510-12ISK Core i5 2-in-1 Tablet PC (80U1002HHH) - High Qualitu Demo Unit,20+ Sold,4.5,(2),"$ 3,699.00"
150,"INCASE - Incase Slim Sleeve for MB 12"" - Heather Black",Null,Null,Null,$ 385.00
151,"INCASE - Incase CL60682 Slim Sleeve for MB Retina 15"" - Heather Black",Null,Null,Null,$ 385.00
152,"INCASE - (MacBook專用) 極輕Flight Nylon軟套 13"" MB Air w/Retina - 橄欖綠",Null,Null,Null,$ 538.00
153,"INCASE - Slim Sleeve for 12"" MacBookwith Diamond Ripstop - Black",Null,Null,Null,$ 498.00
154,"INCASE - Slim Sleeve for 15"" MacBookwith Diamond Ripstop - Black",Null,Null,Null,$ 538.00
155,"INCASE - ICON Sleeve for 13"" MacBook with Diamond Ripstop - Black",Null,Null,Null,$ 758.00
156,"INCASE - ICON Sleeve for 12"" MacBook with Diamond Ripstop - Light Gery",Null,Null,Null,$ 758.00
157,"INCASE - ICON Sleeve for 12"" MacBook with Diamond Ripstop - Black",Null,Null,Null,$ 758.00
158,Kindle - touch 2014 case (RED) for 2014 version (fit for 117mm x 169mm),Null,Null,Null,$ 59.00
159,Kindle - Touch 2014 case (Orange) for 2014 version (fit for 117mm x 169mm),Null,Null,Null,$ 59.00
160,Kindle - Touch 2014 case  (Pink) for 2014 version,20+ Sold,5,(1),$ 59.00
161,Kindle - Touch 2014 case with LED light (PURPLE) for 2014 version,Null,Null,Null,$ 79.00
162,AMAZON - Kindle Paperwhite 4 latest 8GB WiFi waterproof latest version - leather version (parallel import),80+ Sold,5,(1),"$ 1,254.00"
163,AMAZINGthing - Anti-bacterial protection  Evolution Folio Case For Tab S7+,Null,Null,Null,$ 399.00
164,Kindle - Screen Protector for All New Kindle 2019 **No packaging envelope**,Null,Null,Null,$ 88.00
165,Moshi - iVisor AG Anti-glare Screen Protector - iPad Pro 12.9 inch - Matte Black (99MO020028),Null,Null,Null,$ 278.00
166,Living Store - Laptop protective cover for S type macbook,Null,1,(1),$ 115.00
167,Lenovo - Lenovo Tab M10 HD 2GB/32GB LTE Tablet PC TB-X505L White,Null,Null,Null,"$ 1,499.00"
168,"AMAZON - Fire HD 8 Kids 10th Generation 8"" Tablet 32GB 840080514949 Pink Parallel import",Null,Null,Null,$ 899.00
169,"AMAZON - Fire 7 Kids Edition 2019 7"" Tablet 16GB 841667160801 Blue Parallel import",Null,Null,Null,$ 768.00
170,"AMAZON - Fire HD 8 10th Generation 8"" Tablet 32GB 840080543161 Black Parallel import",Null,Null,Null,$ 768.00
171,Lenovo - Lenovo Tab M10 HD 2GB/32GB LTE Tablet PC TB-X505L White,Null,Null,Null,"$ 1,499.00"
172,"AMAZON - Fire HD 8 Kids 10th Generation 8"" Tablet 32GB 840080514949 Pink Parallel import",Null,Null,Null,$ 899.00
173,"AMAZON - Fire 7 Kids Edition 2019 7"" Tablet 16GB 841667160801 Blue Parallel import",Null,Null,Null,$ 768.00
174,"AMAZON - Fire 7 Kids Edition 2019 7"" Tablet 16GB 841667143354 Pink Parallel import",Null,Null,Null,$ 768.00
175,"AMAZON - Fire HD 8 10th Generation 8"" Tablet 32GB 840080543161 Black Parallel import",Null,Null,Null,$ 768.00
176,mooInk - (Readmoo mooink E-reader ) mooink Pro 10.3'',Null,Null,Null,"$ 4,398.00"
177,LaVe Leisure - Laptop protective cover for S type macbook,Null,Null,Null,$ 115.00
178,AMAZON - Kindle Paperwhite 3 Classic Black 4GB-Leather Edition (parallel import),Null,Null,Null,$ 896.00
179,"Chuwi - Hipad LTE｜10.1""IPS全高清｜十核心處理器｜7000mAh電量｜輕薄設計美學｜一體化全金屬材質機身",Null,1,(1),$ 999.00
180,"MOFT - MOFT Float iPad 飄浮支架連保護殼 iPad Pro 11""",Null,Null,Null,$ 398.00
181,BOOX - Note Air 10'3,Null,5,(1),"$ 4,188.00"
182,BOOX - 【2020】 BOOX MAX LUMI 13.3’’ (Hong Kong licensed one year warranty),Null,Null,Null,"$ 7,588.00"
183,Samsung - Galaxy Tab A7 3GB+64GB LTE Tablet Grey,Null,Null,Null,"$ 2,488.00"
184,"ARMOR - Flexible Glass Screen Protector_9H with HD for iPad Pro 12.9"" (1st & 2nd Generation)",Null,Null,Null,$ 185.00
185,"ARMOR - Flexible Glass Screen Protector_9H with HD for iPad Pro 12.9"" (3rd/4th/5th Generation)",Null,Null,Null,$ 185.00
186,"ARMOR - Flexible Glass Screen Protector_Paper Like with Anti-Blue Light for iPad Pro 12.9"" (1st & 2nd Generation)",Null,Null,Null,$ 195.00
187,ANANK - iPad 12.9 (2019) 全屏玻璃貼 12.9吋 日本 3D 9H 韓國LG物料 抗藍光玻璃貼,Null,Null,Null,$ 128.00
188,ZOHO - 手機&平板支架 - 銀色【煲劇 /  在家上堂必備】,Null,2,(1),$ 88.00
189,"AMAZINGthing - SUPREMEGLASS iPad Mini 2019 7.9"" 0.33mm Glass Protector",Null,Null,Null,$ 188.00
190,"BOOX - BOOX NOTE3/NOTE2/NOTE PRO/NOTE 10.3"" official original leather case with pen cover with wake / sleep",Null,Null,Null,$ 298.00
191,ANANK - iPad 2/3/4 Full Screen Glass Sticker 9.7 inches,Null,Null,Null,$ 95.00
192,"AMAZINGthing - iPad Pro 11"" / 12.9"" 2020 Metal Material Lens Protector Black",20+ Sold,Null,Null,$ 168.00
193,"BOOX - BOOX NOTE Plus 10.3""",Null,Null,Null,"$ 3,998.00"
194,"BOOX - 【2020】 BOOX Note 3 10.3""",Null,4,(1),"$ 4,998.00"
195,"BOOX - 【2020】 BOOX Nova 3 7.8""( FREE cover)",20+ Sold,5,(1),"$ 2,998.00"
196,DUX DUCIS - iPad Air 4代10.9” 2020 Smart Case - Black,70+ Sold,4.6,(3),$ 269.00
197,Usatisfy - Usatisfy 106 language smart photo translation machine - White,40+ Sold,Null,Null,$ 599.00
198,GT - libra H2O  7'' replacement case,Null,Null,Null,$ 100.00
199,AMAZON KINDLE  - 2019 All New Kindle Wi-Fi E-Reader Black (8GB) - Parallel Import,Null,Null,Null,$ 748.00
200,AMAZON - Kindle Paperwhite 3 Classic Black 4GB-Leather Edition (parallel import),10+ Sold,Null,Null,$ 896.00
201,CYGP - 32GB Apple + Type-C mobile phone external storage,Null,Null,Null,$ 298.00
202,"BOOX - BOOX Type-C 多合一讀卡機 (適合Note2, Max3 使用)",10+ Sold,Null,Null,$ 128.00
203,UAG - USA military standards Apple Ipad Pro 12.9 Cases METROPOLIS Blue,10+ Sold,Null,Null,$ 399.00
204,ASK - 938SP 10 inch call tablet,10+ Sold,4.5,(2),"$ 1,280.00"
205,AMAZON - Amazon Echo Show 5 5吋屏幕智能喇叭 黑色 (平行進口),10+ Sold,Null,Null,$ 588.00
206,"AMAZON - 【Parallel Good WTY.30days】Black - Fire HD 10, 10.1"" HD Tablet (32GB Storage)(841667149639)",Null,Null,Null,"$ 1,018.00"
207,Samsung - Samsung Galaxy Tab S7 FE 5G Mystic Black Tablet,Null,Null,Null,"$ 5,388.00"
208,AMAZON KINDLE  - Paperwhite 3 Classic Edition White 32GB Wifi -Leather Edition   (parallel import),10+ Sold,Null,Null,"$ 1,160.00"
209,"AMAZINGthing - iPad Pro 2020 11"" 0.33mm glass screen protector",10+ Sold,Null,Null,$ 178.00
210,AMAZON - 【Parallel Good WTY.30days】Navy - (8GB ads ver.) 2018 Waterproof Kindle Paperwhite Wi-Fi E-Reader,Null,Null,Null,$ 948.00
211,ASK - WT120 Full HD Win10 laptop (8+384G) +keyboard,Null,Null,Null,"$ 4,066.00"
212,BOOX - BOOX NOTE AIR 10.3'' Folding leather case,Null,Null,Null,$ 298.00
213,ANANK - 2.5D MATTE-FINISH REINFORCED EDGES GLASS SCREEN PROTECTOR FOR iPhone 12 MINI,Null,Null,Null,$ 98.00
214,ANANK - 2.5D MATTE-FINISH REINFORCED EDGES GLASS SCREEN PROTECTOR FOR iPhone 12 / iPhone 12 Pro,Null,Null,Null,$ 98.00
215,"STM - Dux Shell for Magic/ Folio 12.9""",Null,Null,Null,$ 528.00
216,"ANANK - 2.5D MATTE-FINISH REINFORCED EDGES GLASS SCREEN PROTECTOR FOR iPhone 12 Pro Max (6.7"")",Null,Null,Null,$ 98.00
