,Product Name,Sales Volume,Rating,Number of Review,Price
17,"Lenovo - Yoga C940-14IIL 14"" i5/16G/512 SSD Milti-mode Notebook (81Q90012HH) - High Quality Demo Unit",Null,Null,Null,"$ 6,099.00"
18,"MSI - [ Best for Entry ] GF63 Thin 10SC ( i7-10750H/ 16GB RAM/ 512GB SSD/ GTX 1650/ 15.6"" 144Hz ) Laptop",20+ Sold,5,(2),"$ 6,399.00"
19,ACER - (現貨-行貨)Acer Swift 3 SF314-42 New AMD Ryzen5 CPU 1.2KG - 2 Years Acer Warranty - SWIFT 3 SF314-42-R5Q,20+ Sold,5,(12),"$ 4,698.00"
20,"ACER - Nitro 5 AN515-55-77CB ( i7-10750H/ 16GB RAM/ GTX 1660Ti/ 15.6"" FHD 144Hz ) Laptop",Null,Null,Null,"$ 9,498.00"
21,"ACER - Aspire A315-56-51CW (15.6"", i5-1035G1, 8GB RAM, 128GB SSD+1TB HDD, Win10 Home)",Null,Null,Null,"$ 4,998.00"
22,"MSI - [ New RTX 3050Ti ] Sword 15 11UD ( i5-11400H / RTX3050Ti / 15.6"" 144Hz )",Null,Null,Null,"$ 8,399.00"
23,Mcbazel - Adjustable Aluminum Alloy Laptop Notebook Vertical Stand Holder,100+ Sold,Null,Null,$ 69.00
24,HTMart - 60W Thirty Party Charger For Microsoft Windows Surface Pro 7 6 5 4 3 Go Laptop,30+ Sold,Null,Null,$ 298.00
25,"Lenovo  - [WQHD Mon] Legion 5 Pro ( Ryzen 5800H/ RTX3060/  16GB RAM/ 1TB SSD/ 16"" WQHD 165Hz )",Null,Null,Null,"$ 14,498.00"
26,"MSI - Stealth 15M 11UEK ( i7-11375H/ RTX3060/ 15.6"" 144Hz ) Laptop",Null,Null,Null,"$ 12,999.00"
27,"Lenovo - Yoga S740 14"" i5/MX250/16G/1T SSD all-metal Notebook (81RS000FHH) - High Quality Demo Unit",Null,5,(1),"$ 5,499.00"
28,"Lenovo  - [AMD 8 Core + RTX 3060] Legion 5 15 ( R7 5800H/ RTX3060/ 15.6"" FHD 165Hz ) Laptop",Null,Null,Null,"$ 13,998.00"
29,Lenovo - YOGA 720-12IKB Effortlessly portable Convertible Laptop (81B5003MHH) - High Quality Demo Unit,Null,Null,Null,"$ 4,499.00"
30,AMAZINGthing - Anti-bacterial Outre Drop Proof Case For AirPods Pro Red,50+ Sold,3,(2),$ 98.00
31,"Lenovo  - [AMD 8 Core + RTX 3060] IdeaPad Gaming 3  ( R7 5800H/ RTX3060/ 1000GB SSD/ 15.6"" FHD 165Hz ) Laptop",Null,Null,Null,"$ 11,998.00"
32,"Lenovo - IdeaPad Flex 5 14"" Touch/i5/16G/512 SSD Notebook (82HS0019HH) - Brand New Unit",Null,Null,Null,"$ 7,298.00"
33,Dell - (In Stock)(Fast Delivery)11th CPU i3-1115G4 256GB SSD - Dell Inspiron 3501 Ins3501-R1300L,Null,5,(1),"$ 4,499.00"
34,"MSI - Sword 11UD 15.6""傳奇刀鋒電競筆電 11th ( i5-11400H / RTX3050Ti / 16GB / 512GB / 144Hz )",Null,Null,Null,"$ 9,499.00"
35,APPLE - Apple MagSafe Duo Charger  MHXF3ZA/A,Null,Null,Null,$ 860.00
36,"HP - 15s-du3031TX Gold ( Intel i5-1135G7/ 8GB RAM/ 256GB SSD/ MX350/ 15.6"" FHD IPS) Laptop",Null,Null,Null,"$ 5,099.00"
37,"HP - HP 15s-du3030TX 15.6"" IPS/i5-1135G7/4GB/256GB/MX350 Laptop - Silver",Null,Null,Null,"$ 4,750.00"
38,"AVITA - Pura 14"" FHD AMD A9 8GB Ram 256GB SSD Win10 Home GLOSSY PURPLE",10+ Sold,Null,Null,"$ 2,998.00"
39,Mcbazel - Aluminum Alloy 180 Degree Adjustable Foldable Laptop Stand Holder,70+ Sold,5,(1),$ 178.00
40,K-MART - WHITE Adjustable Laptop Stand Riser Ventilated Portable Foldable Swivel Compatible MacBook Notebook,20+ Sold,4,(1),$ 58.00
41,K-MART - BLACK Adjustable Laptop Stand Riser Ventilated Portable Foldable Swivel Compatible MacBook Notebook,100+ Sold,3,(2),$ 58.00
42,"HT - iPad Keyboard Case for iPad Air 4 10.9, iPad Pro 11 2020/2018, 360 Rotating Smart Keyboard RoseGold",20+ Sold,Null,Null,$ 499.00
43,"DarkFlash - G100 Notebook Cooler Fan:14CM*1,6CM*4 Aluminum+ABS",100+ Sold,4,(8),$ 228.00
44,"DigitCont - USB Type-C Hub w/ 5 Port, Gigabit Ethernet, 2xUSB 3.0, 4K HDMI, PD Charging, for MacBook, Chromebook",70+ Sold,3.6,(3),$ 198.00
45,"AVITA - Pura 14"" FHD AMD A9 8GB Ram 256GB SSD Win10 Home PINK DIAMOND",Null,Null,Null,"$ 2,998.00"
46,Creative - [Switch/PS4] BT-W3 USB-C Bluetooth 5.0 audio transmitter work with PS4 / switch / PC / MAC,20+ Sold,4,(1),$ 398.00
47,Mcbazel - Portable Aluminium Foldable Laptop Stand Adjustable Holder,80+ Sold,5,(1),$ 72.00
48,"MOFT - Invisible Ultralight Adhesive Reusable Foldable 15.6"" Laptop Stand Adjustable Height - Dark Gray",50+ Sold,4,(1),$ 116.00
49,K-MART - MacBook USB-C Type-C Hub Adapter Converter for 2016 / 2017 MacBook Pro 13” and 15” 40Gbs Thunderbolt,40+ Sold,Null,Null,$ 95.00
50,Creative - Pebble V2 Minimalistic 2.0 USB-C/A Powered Desktop Speakers with USB-C Connectivity 1 Year Warranty,70+ Sold,4,(3),$ 228.00
51,iPens - X1 - Active capacitive pen stylus fine head ipad / tablet / smartphone (Silver) 1 Year Warranty,60+ Sold,4,(2),$ 299.00
52,"AVITA - Pura 14"" FHD AMD A9 8GB Ram 256GB SSD Win10 Home METALLIC BLACK",Null,Null,Null,"$ 2,998.00"
53,SHURE  - AONIC 3 專業隔音耳機 - 黑色｜配備單一高解析度微型發聲單元｜可拆卸式設計,10+ Sold,Null,Null,$ 888.00
54,HP - BM200 黑色｜無線藍牙耳機｜附帶3.5mm音頻線｜40mm 動圈驅動單元｜550mAh 特大電量,40+ Sold,2.6,(3),$ 228.00
55,Fujitsu - AC ADAPTER FPCAC157 (65W),20+ Sold,Null,Null,$ 380.00
56,"DUX DUCIS - iPad Pro 11"" 2021 Smart Case - Black",Null,Null,Null,$ 269.00
57,Chuwi - Hi10 X - 10.1吋 2in1 平板電腦｜送專用鍵盤｜6GB RAM / 128GB ROM,Null,Null,Null,"$ 2,399.00"
58,WavLink - USB-C 3.1 Portable M.2 NVMe PCIe SSD Enclosure External Case (TypeC Gen2 10G) ST338C 1 Year Warranty,10+ Sold,Null,Null,$ 199.00
59,WavLink - Thunderbolt 3 Portable M.2 NVME SSD Enclosure External Case UTE02 3 Years Warranty,20+ Sold,3,(2),$ 590.00
60,"ARMOR - Flexible Glass Screen Protector_Anti Glare with Blue Light Filter for MacBook Pro / Air 13.3""",50+ Sold,4,(1),$ 190.00
61,LaVe Leisure - Laptop/tablet computer stand portable folding lifting stand-white,10+ Sold,Null,Null,$ 65.00
62,iKova - MagSafe 15W Fast Charge Magnetic Wireless Charger + Type C to USB-A Connector.,30+ Sold,5,(2),$ 138.00
63,Philips - 無線滑鼠鍵盤組合 - C323黑色｜人體工程學設計，舒適耐用,Null,5,(1),$ 138.00
64,Creative - Pebble Modern 2.0 USB Desktop Speakers for PC/notebook computer (Black) 1 Year Warranty,200+ Sold,3.8,(7),$ 178.00
65,HT - USB-C Charger 87W Type C AC Power Supply Adapter Charger Replacement for Mac Book Air Pro 13” 15”,Null,Null,Null,$ 398.00
66,Verbatim - 100cm 1.4B HDMI to HDMI Cable Black,10+ Sold,Null,Null,$ 58.00
67,Rambo - 8GB SODIMM DDR4-2666 1.2V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 530.00
68,Philips - 無線靜音滑鼠 - M504黑色｜人體工程學設計,10+ Sold,4,(1),$ 78.00
69,HT - USB-C to Lenovo Slim Tip Adapter Supports USB-PD Protocol Smart Charging for Type-C Portable Device,10+ Sold,Null,Null,$ 88.00
70,Philips - 無線滑鼠鍵盤組合 - C323粉紅色｜人體工程學設計，舒適耐用,Null,Null,Null,$ 138.00
71,8Bitdo - SN30 Pro USB Gamepad For Nintendo Switch/Windows/Raspberry Pi (Gray Edition),Null,Null,Null,$ 180.00
72,Capdase - KLIA ScreenGUARD for MacBook Air 13-inch,20+ Sold,4,(1),$ 88.00
73,SHURE  - SE215 - BT2 無線專業隔音耳機『藍牙版 5.0』- 白色 (原廠行貨),40+ Sold,4,(4),$ 899.00
74,8Bitdo - SN30 Pro Bluetooth  Wireless Gamepad For Windows/Android/macOS/Steam/Switch/Raspberry Pi,Null,Null,Null,$ 290.00
75,HE Amazing - APPLE-Lightning to SD Card Camera High Speed Card Reader,10+ Sold,Null,Null,$ 129.00
76,Capdase - KLIA ScreenGUARD for MacBook Pro 15-inch,10+ Sold,Null,Null,$ 88.00
77,Capdase - KLIA ScreenGUARD for MacBook Pro 13-inch,20+ Sold,1,(1),$ 88.00
78,LaVe Leisure - Vertical ergonomic charging wireless mouse,Null,Null,Null,$ 95.00
79,INCASE - For Apple Macbook‧13-inch Laptop‧American Brand‧Compact Sleeve Pochette Compacte - Blue,Null,Null,Null,$ 299.00
80,iKova - MagSafe 15W Fast Charge  Magnetic Wireless Charger,20+ Sold,5,(1),$ 115.00
81,HE Amazing - APPLE-Lightning to SD Card Camera High Speed Card Reader,Null,Null,Null,$ 129.00
82,Marvo - FN-38 Red LED 17” LAPTOP COOLING STAND 4*14cm Fan 2*USB Port,10+ Sold,Null,Null,$ 170.00
83,WORKING BEE - Mobile_Stand_A_BLACK_2PCS/SET_L-0623,20+ Sold,Null,Null,$ 65.00
84,Nexstgo - NEXSTGO 44W Battery,Null,Null,Null,$ 399.00
85,"ARMOR - Flexible Glass Screen Protector_9H with HD for MacBook Pro / Air 13.3""_",Null,Null,Null,$ 180.00
86,JP - 25-in-1 Multifunctional Screwdriver for Maintenance Mini Precision Screwdriver Set Torx Pentalobe,10+ Sold,Null,Null,$ 59.00
87,LaVe Leisure - HDMI to VGA converter black,10+ Sold,4,(1),$ 49.00
88,Lenovo - IdeaPad Miix 510-12ISK Core i5 2-in-1 Tablet PC (80U1002HHH) - High Qualitu Demo Unit,20+ Sold,4.5,(2),"$ 3,699.00"
89,Lenovo - Lenovo Yoga Mouse with Laser Presenter (4Y50U59628),20+ Sold,5,(2),$ 450.00
90,"INCASE - Slim Sleeve Honeycomb Ripstop for 13""Macbook Pro - Black",Null,Null,Null,$ 408.00
91,"INCASE - Slim Sleeve Honeycomb Ripstop for 13""Macbook Pro - Space Gray",Null,Null,Null,$ 408.00
92,Rambo - 4GB PC3-12800 DDR3 1600 MHz SO DIMM SDRAM Memory for Apple Mac Macbook,Null,Null,Null,$ 655.00
93,Rambo - 8GB PC4-19200 DDR4 2400MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,10+ Sold,5,(1),$ 585.00
94,Rambo - 4GB PC3-8500 DDR3 1066MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,10+ Sold,5,(2),$ 655.00
95,Rambo - 8GB PC3-8500 DDR3 1066MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,20+ Sold,5,(1),$ 810.00
96,Rambo - 8GB PC3-10600 DDR3 1333MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,$ 810.00
97,Rambo - 4GB PC3-10600 DDR3 1333MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,20+ Sold,5,(1),$ 655.00
98,Rambo - 16G PC4-19200 DDR4 2400MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,"$ 1,060.00"
99,Rambo - 8GB PC3-12800 DDR3 1600MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,70+ Sold,Null,Null,"$ 1,030.00"
100,WavLink - Thunderbolt 3 to 8K DisplayPort 1.4 Adapter 5K Dual 4K @60Hz UTA21D 1 Year Warranty,Null,Null,Null,$ 768.00
101,Rambo - 8GB DDR3 1600MHz SO DIMM 16-Chip 1.35-1.5V Memory for Notebook / Laptop,60+ Sold,5,(2),$ 795.00
102,Rambo - 4GB DDR3 1866MHz SO DIMM 8-Chip 1.35-1.5V Memory for Notebook / Laptop,Null,Null,Null,$ 409.00
103,Rambo - 8GB DDR3 1866MHz SO DIMM 16-Chip 1.35-1.5V Memory for Notebook / Laptop,Null,Null,Null,$ 795.00
104,Rambo - 4GB DDR3 1600MHz SO DIMM 8-Chip 1.35-1.5V Memory for Notebook / Laptop,30+ Sold,Null,Null,$ 410.00
105,Rambo - 8GB DDR3 1333MHz SO DIMM 16-Chip 1.35-1.5V Memory for Notebook / Laptop,Null,Null,Null,$ 795.00
106,Rambo - 8GB DDR3 1066MHz SO DIMM 16-Chip 1.5V Memory for Notebook / Laptop,Null,Null,Null,$ 795.00
107,Rambo - 2GB DDR3 1333MHz SO DIMM 8-Chip 1.35-1.5V Memory for Notebook / Laptop,Null,Null,Null,$ 320.00
108,Rambo - 4GB DDR3 1333MHz SO DIMM 8-Chip 1.35-1.5V Memory for Notebook / Laptop,Null,Null,Null,$ 410.00
109,Rambo - 4GB DDR3 1600MHz SO DIMM 16-Chip 1.35-1.5V Memory for Notebook / Laptop,30+ Sold,Null,Null,$ 550.00
110,Rambo - 4GB DDR3 1333MHz SO DIMM 16-Chip 1.35-1.5V Memory for Notebook / Laptop,Null,Null,Null,$ 550.00
111,Rambo - 2GB DDR3 1066MHz SO DIMM 8-Chip 1.5V Memory for Notebook / Laptop,Null,Null,Null,$ 320.00
112,Rambo - 4GB DDR3 1066MHz SO DIMM 16-Chip 1.5V Memory for Notebook / Laptop,10+ Sold,5,(1),$ 550.00
113,"INCASE - ICON Sleeve for 12"" MacBook with Diamond Ripstop - Black",Null,Null,Null,$ 698.00
114,"INCASE - Hardshell Case for 15"" MacBook Pro Thunderbolt - Turquoise Blue",Null,Null,Null,$ 438.00
115,"AMAZINGthing - Apple MACBOOK PRO 15"" Monitor + Touch Bar Screen Protector suit for 2016, 2017, 2018 model",Null,Null,Null,$ 298.00
116,"Dell - 10th i5-10300H GTX1650 15.6"" 100%sRGB 1.75kg - Dell Inspiron 7501-R1540L",Null,5,(2),"$ 7,899.00"
117,"Lenovo - IdeaPad S540 15.6"" i5/8G/512SSD Notebook (Copper) - High Quality Demo Unit",Null,Null,Null,"$ 4,599.00"
118,Smart Life - Laptop Stand (Black) (1pc),Null,Null,Null,$ 79.00
119,"AVITA - Liber 12.5"" Intel N4000 4GB 256GB SSD Win10 Home Blossom Pink",Null,Null,Null,"$ 2,200.00"
120,"Fujitsu - UH-X 4ZR1B94092 日本制造13.3"" FHD 745克 手提電腦 i7-1165G7 16GB 1TB PCIe SSD Win10 Home",Null,Null,Null,"$ 13,480.00"
121,Living Store - Laptop protective cover for S type macbook,Null,1,(1),$ 115.00
122,Phottix - PC20 HD 全高清視像鏡頭連咪及腳架｜串流直播｜自動光暗調節｜全向咪收音｜支援windows 及Mac OS 隨插即用【在家學習 / 工作好幫手】,10+ Sold,Null,Null,$ 268.00
123,"Fujitsu - U9310 日本制造13.3"" 916克 手提電腦 i7-10510U 16GB 512GB PCIe SSD Win10 Pro 3年本地保養",Null,Null,Null,"$ 11,480.00"
124,"Fujitsu - LIFEBOOK U7510C501B 日本製 15.6"" FHD Intel® vPro® i5-10310U  16GB 1TB SSD Win10 Pro 4G LTE 3年保養",Null,Null,Null,"$ 11,980.00"
125,"Alienware - (InStock)Alienware Best Gaming Laptop, 300Hz 100% sRGB RTX3080 - ALWM15R4-R1780-B(Black Color)",Null,Null,Null,"$ 28,988.00"
126,"Alienware - Alienware Best Gaming Laptop, i9 CPU 300Hz 100% sRGB RTX3080 - ALWM15R4-R1980-B(Black Color)",Null,Null,Null,"$ 36,999.00"
127,"Alienware - Alienware Best Gaming Laptop, 300Hz 100% sRGB RTX3070 - ALWM15R4-R1770H-B(Black Color)",Null,5,(1),"$ 24,488.00"
128,GIGABYTE - AERO 15 OLED KC i7 / RTX3060 【Nvidia studio laptop / Workstation】,Null,Null,Null,"$ 14,499.00"
129,LaVe Leisure - Laptop protective cover for S type macbook,Null,Null,Null,$ 115.00
130,ACER - 2021 New Model - Acer Swift 3 AMD Ryzen 7 5700U Notebook - SF314-43-R6RU,Null,Null,Null,"$ 7,280.00"
131,Dell - (InStock)11th CPU i5 XPS13 9305 16GB 100%sRGB - Dell XPS13-9305-R1500,Null,Null,Null,"$ 11,999.00"
132,Dell - (InStock)11th CPU i7 XPS13 9305 16GB 100%sRGB - Dell XPS13-9305-R1700,Null,Null,Null,"$ 13,999.00"
133,"Lenovo - Legion 5 Pro 16"" 165Hz/Ryzen 7/RTX 3060 Gaming Notebook (82JQ009CHH) - Brand New Unit",Null,Null,Null,"$ 15,498.00"
134,"ACER - Travelmate TMP214-52-59QR (14"", i5-10210U, 8GB RAM, 512GB SSD, Win10 Pro)",Null,Null,Null,"$ 7,498.00"
135,ACER - 2021 New Model - Acer Swift 3 AMD Ryzen 5 5500U Notebook - SF314-43-R8H2,Null,Null,Null,"$ 6,180.00"
136,ASUS - AX3000 雙頻 WiFi 6 路由器 (RT-AX58U)｜香港行貨，三年保養,Null,Null,Null,"$ 1,238.00"
137,ACER - 2021 New Model - Acer Aspire 7 GTX 1650 Notebook - A715-42G-R3Z6,Null,Null,Null,"$ 6,480.00"
138,GIGABYTE - AERO 15 OLED XC i7 / RTX3070【Nvidia studio laptop / Workstation】,Null,Null,Null,"$ 16,999.00"
139,"Fujitsu - LIFEBOOK E5511K71B Made In Japan 15.6"" FHD Notebook i7-1165G7 8GB 1TB SSD Win10 Pro 一年保養",Null,Null,Null,"$ 8,998.00"
140,MSI - Prestige 14 EVO i7【Notebook】,Null,Null,Null,"$ 9,699.00"
141,MSI - Prestige 14 EVO i5【Notebook】,Null,Null,Null,"$ 8,499.00"
142,MSI - Prestige 14 A11SCX_32GB 1TB【Notebook】,Null,Null,Null,"$ 16,999.00"
143,MSI - Prestige 14 A11SCX_16GB 512GB【Notebook】,Null,Null,Null,"$ 12,499.00"
144,MSI - Katana GF66 11UE ( i7-11800H / RTX3060 / 144Hz )【Notebook】,Null,Null,Null,"$ 12,699.00"
145,"MSI - [RTX3060] GF65 Thin 10UE ( i7-10750H / 16GB RAM / 1TB SSD / RTX3060 / 15.6"" 144Hz ) Laptop",Null,5,(1),"$ 10,499.00"
146,"Lenovo - Yoga C930 i7 16G Premium, Sleek, Ultrathin 2-in-1 N (81C4002GHH) - High Quality Demo Unit",Null,Null,Null,"$ 9,299.00"
147,Lenovo - Legion Y530 e-Sports Gaming Notebook - High Quality Demo Unit,Null,Null,Null,"$ 5,199.00"
148,"Lenovo - IdeaPad S340 14"" i5/8G/512SSD Notebook (Sand Pink) (81N70088HH) - High Quality Demo Unit",Null,Null,Null,"$ 4,499.00"
149,"Lenovo - IdeaPad C340 14"" i5/8G/512 SSD Multi-mode Notebook - High Quality Demo Unit",Null,Null,Null,"$ 4,999.00"
150,Rambo - 8GB SODIMM DDR4-2133 1.2V Memory Module for PC Notebook Laptop,Null,Null,Null,$ 530.00
151,"Dell - (Fast Delivery) 10th Gen i7 300Hz 17"" RTX2060 Gaming Laptop - Dell G7700-R1760RE",Null,5,(1),"$ 13,499.00"
152,MOFii - Candy MAX 紫＆粉紅｜藍芽無線鍵盤｜超爽靜音打字快感｜可愛復古打字機設計｜易於清潔【紫色控精選】,10+ Sold,Null,Null,$ 208.00
153,MOFii - BONY DU 紫＆粉紅｜ 藍芽 & 無線滑鼠｜可愛造型【紫色控精選】,10+ Sold,Null,Null,$ 88.00
154,"Lenovo - L340 15.6"" i5-9300H/GTX 1650 Gaming Notebook (81LK004CHH) - High Quality Demo Unit",Null,5,(1),"$ 5,599.00"
155,INCASE - Fit to 13-inch Macbook pro 2020 ‧ Fit size and solid ‧ Hardshell protective case - black,Null,Null,Null,$ 438.00
156,INCASE - Fit to 13-inch Macbook pro 2020 ‧ Fit size and solid ‧ Hardshell protective case - Clear,Null,Null,Null,$ 438.00
157,"Dell - 11th CPU - 14"" 2560x1600 2K Monitor - Dell Inspiron 14 7400",Null,Null,Null,"$ 8,899.00"
158,"Dell - 11th i7-1165G7 - 14"" 2560x1600 2K Monitor - Dell Inspiron 14 7400",Null,Null,Null,"$ 11,099.00"
159,"Lenovo - Yoga S730 13.3"" i5/8G/512 SSD aluminum and thin Notebook (81J0002THH) - High Quality Demo Unit",Null,Null,Null,"$ 5,399.00"
160,Dell - (In Stock) 11th CPU i7-1185G7 4K Touch Mon - XPS13-9310-D1700B,Null,Null,Null,"$ 17,180.00"
161,Dell - (In Stock) 11th CPU i7-1185G7 32GB Ram 4K Touch Mon - XPS13-9310-D1700HB,Null,Null,Null,"$ 18,780.00"
162,"Lenovo - IdeaPad S340 15.6"" i5/8G/Dual Drive Notebook (Abyss Blue) (81N80088HH) - High Quality Demo Unit",Null,Null,Null,"$ 4,199.00"
163,Mcbazel - 7-Levels Portable Foldable Laptop Tablet iPad Notebook Stand with Removable Mobile Holder - White,40+ Sold,4.3,(3),$ 58.00
164,Lenovo - IDEAPAD MIIX 520-12IKB Elegant 2-in-1 Notebook (81CG01VWHH) - High Quality Demo Unit,Null,Null,Null,"$ 3,999.00"
165,HyperDrive - HyperJuice 130W USB-C Battery Pack,Null,Null,Null,"$ 1,399.00"
166,Dell - (InStock)**Free ActivePen** 11th CPU 2in1 Touch - Dell XPS13 9310c-R1700B,Null,Null,Null,"$ 15,390.00"
167,Dell - (In-Stock)**Free ActivePen** 11th CPU 2in1 Touch - Dell XPS13 9310c-D1700B,Null,Null,Null,"$ 19,490.00"
168,Rambo - 16GB PC4-21300 DDR4 2666MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,$ 990.00
169,Rambo - 8GB PC4-21300 DDR4 2666MHz SO DIMM SDRAM Memory for Apple Mac Macbook iMac,Null,Null,Null,$ 530.00
170,Rambo - 16GB PC4-21300 DDR4 2666MHz SO DIMM SDRAM for PC,10+ Sold,Null,Null,$ 990.00
171,Rambo - 8GB PC4-21300 DDR4 2666MHz SO DIMM SDRAM for PC,Null,Null,Null,$ 530.00
172,WavLink - Thunderbolt 3 4K@60Hz DisplayPort Docking Station with 85W PD / Gigabit LAN UTD01 3 Yrs Warranty,Null,Null,Null,"$ 1,780.00"
173,Rambo - 16GB PC4-19200 DDR4 2400MHz SO DIMM SDRAM for PC,30+ Sold,4,(1),$ 990.00
174,Rambo - 8GB PC4-19200 DDR4 2400MHz SO DIMM SDRAM for PC,30+ Sold,5,(1),$ 530.00
175,Rambo - 16GB PC4-17000 DDR4 2133MHz SO DIMM SDRAM for PC,Null,Null,Null,$ 990.00
176,Rambo - 8GB PC4-17000 DDR4 2133MHz SO DIMM SDRAM for PC,Null,Null,Null,$ 530.00
177,"Lenovo - IdeaPad 720s 14"" i5 8G 940MX Ultra slim & powerful Notebook (80XC0009HH) -High Quality Demo",Null,Null,Null,"$ 4,499.00"
178,"INCASE - Compact Sleeve in Flight Nylon for 13"" Macbook  Air Retina - Olive",Null,Null,Null,$ 499.00
179,Lenovo - Yoga 720 7th Gen i5 Effortless portability & power Notebook (80X6000WHH) - High Quality Demo Unit,Null,1,(1),"$ 4,599.00"
180,WavLink - Thunderbolt 3 Dual 4K@60 DisplayPort Docking Station 60W PD USB / Gigabit LAN UTD21 3 Years Warranty,Null,Null,Null,"$ 1,780.00"
181,MSI - GF65 Thin 10UE,Null,Null,Null,"$ 11,499.00"
182,MSI - GF63 Thin 10SC,Null,Null,Null,"$ 7,499.00"
183,MSI - GS76 Stealth 11UH,Null,Null,Null,"$ 36,499.00"
184,MSI - Summit_E15_A11SCST,Null,Null,Null,"$ 14,988.00"
185,MSI - Summit E14 A11SCST,Null,Null,Null,"$ 14,699.00"
186,MSI - Summit E13 Flip EVO,Null,Null,Null,"$ 13,999.00"
187,MSI - Summit B15 A11M,Null,Null,Null,"$ 10,499.00"
188,"MSI - Prestige 15 A11SCX 15.6""專業創作者筆記型電腦 ( i7-1185G7 / GTX1650 / 16GB / 512GB )",Null,Null,Null,"$ 11,999.00"
189,"MSI - Summit B14 A11M 14""巔峰商務筆記型電腦( i7-1165G7 / 16GB / IRIS XE)",Null,Null,Null,"$ 9,499.00"
190,"Fujitsu - LIFEBOOK U7510CT703B 日本製 15.6"" FHD Touch Intel® vPro® i7-10610U 32GB 1TB SSD Win10 Pro 4G LTE",Null,Null,Null,"$ 13,980.00"
191,Dell - (In Stock) Windows 10 Pro 11th H-Class CPU i5-11300H 16GB Ram 512GB SSD - Dell Inspiron 5410-R1500,Null,Null,Null,"$ 7,690.00"
192,Dell - (In Stock) 11th H-Class CPU i5-11300H 512GB SSD - Dell Inspiron 5410 - Ins5410-R1500L,Null,Null,Null,"$ 6,690.00"
