,Product Name,Sales Volume,Rating,Number of Review,Price
63,Amazfit - Amazfit Bip U BLACK (sports watch/Over 60 Sport Modes/Heart Rate) - parallel import,20+ Sold,Null,Null,$ 316.00
64,Garmin - Venu 2 Life Style GPS Sport SmartWatch[Traditional Chinese/Simplified Chinese/English],Null,Null,Null,"$ 3,498.00"
65,Fitbit - Versa 2(NFC) Stone/Mist Grey FB507GYSR-FRCJK,Null,Null,Null,"$ 1,199.00"
66,Alphas ONE - [Men's Gift] 4G Double Cam GPS Smart Watch,50+ Sold,1.7,(4),$ 899.00
67,unipha - Portable Wireless Charger for IWatch 6 SE 5 4 Charging Dock Station USB Charger Cable for Apple Watch Series 5 4 3 2 1,30+ Sold,3,(2),$ 92.80
68,Casio - Electronic Watches - MQ-24-1B3LDF (Parallel Import Goods),80+ Sold,4.8,(6),$ 90.00
69,Zeblaze - Ares Smart Watch - BLACK,Null,Null,Null,$ 299.00
70,DESIROUS - V19 New Product Artificial Intelligence Fitness Tracker,30+ Sold,3.3,(3),$ 539.00
71,Casio - Electronic Watches - AE-1200WHB-3B (Parallel Import Goods),50+ Sold,5,(1),$ 210.00
72,Disney - Disney Frozen LED Elsa LED Electronic Watch Smart Watch Children's Watch,60+ Sold,3.6,(3),$ 158.00
73,Garmin - Forerunner 55 GPS Running Smart Watch[Traditional Chinese/English],Null,Null,Null,"$ 1,849.00"
74,Fitbit - Sense Advanced Health Smartwatch[Lunar White/Soft Gold Stainless Steel],Null,Null,Null,"$ 2,088.00"
75,"Amazfit - Bip U Pro Smart Watch, Black",10+ Sold,5,(1),$ 598.00
76,JTSK - Japan JTSK Y21 Children's Smart LBS Location Phone Watch (Upgrade Version)-Pink,20+ Sold,Null,Null,$ 378.00
77,SPEED - 116pro Color Screen Sports Smart Watch,100+ Sold,2.8,(6),$ 148.00
78,Huawei - Smart wristband - Honor 5 (Pink),70+ Sold,3.5,(4),$ 239.00
79,Fitbit - Fitbit Sense Smartwatch - Black,Null,Null,Null,"$ 2,348.00"
80,"Samsung - Galaxy Watch 3 GPS Smartwatch R850 (41mm, Bluetooth Version, Mystic Silver) (Parallel imported)",Null,Null,Null,"$ 2,080.00"
81,"Samsung - Galaxy Watch 3 GPS Smartwatch R850 (41mm, Bluetooth Version, Mystic Bronze) (Parallel imported)",Null,Null,Null,"$ 2,080.00"
82,Amazfit - GTR 2e Smartwatch,Null,Null,Null,$ 998.00
83,Casio - Electronic Watches - MQ-24-7B2LDF (Parallel Import Goods),100+ Sold,4.3,(3),$ 90.00
84,Fitbit - Inspire 2 FITNESS TRACKER Black/Desert Rose FB418BKCR-FRCJK,40+ Sold,5,(1),$ 799.00
85,Fossil - Q Venture Gen 3 Smartwatch FTW6008,Null,1,(1),$ 538.00
86,Huawei - Honor A1 Smart wrsitband (Blue),50+ Sold,4.3,(3),$ 49.00
87,Fitbit - Inspire 2 fitness trackers wristband[Desert Rose],10+ Sold,Null,Null,$ 780.00
88,Casio - Electronic Watch - MQ-24-7BLDF (Parallel Import Goods),80+ Sold,5,(3),$ 90.00
89,JTSK - Japan JTSK Smart S1 Children's Touch Screen LBS Base Station Location Phone Watch for Boys and Girls-Pink,10+ Sold,Null,Null,$ 378.00
90,Little Genius - Little Genius Z6H PURPLE,Null,Null,Null,"$ 1,999.00"
91,Huawei - HUAWEI Watch GT2 Pro Sport Edition Smart Watch,Null,Null,Null,"$ 1,988.00"
92,Fitbit - Fitbit Charge 4 - Black/Navy,Null,Null,Null,$ 998.00
93,Fitbit - Charge 4(NFC)Black/Charcoal Woven(Special Edition Includes:Extra black classic band) FB417BKGY-FRCJK,20+ Sold,Null,Null,"$ 1,149.00"
94,Fitbit - Versa 3 HEALTH AND FITNESS SMARTWATCH + GPS Pale Yellow Gold/Thistle FB511GLGY,Null,5,(1),"$ 1,699.00"
95,Fitbit - Versa 3 HEALTH AND FITNESS SMARTWATCH + GPS Pale Yellow Gold/Navy FB511GLNV-FRCJK/L,10+ Sold,4,(1),"$ 1,699.00"
96,JTSK - Z6 Waterproof Children's Smart Touch Phone Watch LBS Base Station Location Remote Photo - Purple,20+ Sold,1,(1),$ 498.00
97,"Samsung - Galaxy Watch Active 2 Smartwatch (44mm, Bluebooth version, Aqua Black) (Parallel imported)",Null,Null,Null,"$ 1,420.00"
98,Fitbit - Inspire 2 FITNESS TRACKER Black/Black FB418BKBK-FRCJK/L,Null,Null,Null,$ 780.00
99,Fitbit - Versa 3 GPS Smart Watch[Thistle/Soft Gold Aluminum],Null,Null,Null,"$ 1,598.00"
100,Little Genius - Little genius Watch Z6H Green,Null,Null,Null,"$ 1,899.00"
101,"Havit - Havit M9006(Grey) Smart Watch 9.3mm Ultra-Thin Watch 1.4 "" 智能手錶",10+ Sold,Null,Null,$ 230.00
102,Sony - IC Recorder - ICD-UX560F (Black),20+ Sold,Null,Null,$ 598.00
103,Stritra - Watch Charger Charging Cable Cradle Cord Magnetic For Garmin Fenix 5 5s 5x Plus,20+ Sold,Null,Null,$ 40.00
104,"iGlobalStore - 2 in 1 smart watch, TWS Bluetooth headset + temperature measurement smart watch",Null,3,(1),$ 698.00
105,Fitbit - Versa 3 GPS Smart Watch[Pink Clay/Soft Gold Aluminum],Null,Null,Null,"$ 1,598.00"
106,CHOETECH - MFI Certified 2 in 1 Dual Wireless Charger Pad  T317 for Foldable Apple Watch iWatch,Null,Null,Null,$ 598.00
107,Fitbit - Luxe Fitness & wellness tracker Orchid / Platinum Stainless Steel FB422SRMG-FRCJK,Null,Null,Null,"$ 1,198.00"
108,"iGlobalStore - Temperature measurement smart watch, with heart rate monitor, blood pressure monitor, IP67",10+ Sold,Null,Null,$ 568.00
109,COROS - PACE 2 Multisport Watch Navy Black Silicon Band,Null,Null,Null,"$ 1,799.00"
110,Honor - Band 6 - Coral Pink｜智慧測量血氧飽和度SpO2｜50米防水,10+ Sold,Null,Null,$ 329.00
111,"Amazfit - GTR 2 Smartwatch, Stainless Steel",10+ Sold,2,(1),"$ 1,198.00"
112,Garmin - Forerunner 45 GPS Running Watch (Black) (English Version),Null,Null,Null,"$ 1,399.00"
113,JTSK - Japan JTSK-Y21 child smart phone LBS positioning Watch - Blue,10+ Sold,5,(1),$ 398.00
114,SUUNTO - 3 Fitness Copper Sport Smart Watch[SS050210000],Null,Null,Null,"$ 1,328.00"
115,Disney - [Limited Addition] Disney Tusm Tsum graffiti watch children waterproof watch sports electronic watch,Null,Null,Null,$ 298.00
116,TSK - CS6 Children's smart watch,Null,Null,Null,$ 498.00
117,Amazfit - Official T Rex Pro Military Grade Rugged GPS Quad Core 10 ATM Waterproof Sports Smart Watch,Null,5,(1),"$ 1,298.00"
118,Belkin - PowerHouse™ Apple Watch 與 iPhone 專用充電座 - 白色｜【獲Apple認證，品質及安全保證】,10+ Sold,5,(1),$ 448.00
119,Fitbit - Inspire 2 fitness trackers wristband[Lunar White],Null,Null,Null,$ 780.00
120,Casio - Electronic Watch - MQ-24-7ELDF (Parallel Import Goods),60+ Sold,5,(3),$ 90.00
121,JTSK - Children's 4G Video Call AI Positioning Smart Phone Watch-Blue,20+ Sold,Null,Null,$ 948.00
122,Amazfit - T-Rex Pro - Steel Blue,Null,Null,Null,"$ 1,168.00"
123,TSK - Japan TSK SQ12 Waterproof Smart Watch Phone,Null,Null,Null,$ 558.00
124,Amazfit - Official T Rex Pro Military Grade Rugged GPS Quad Core 10 ATM Waterproof Sports Smart Watch,Null,3,(1),"$ 1,280.00"
125,Xiaomi - Mi Watch SPORT (Black),Null,Null,Null,$ 899.00
126,Verbatim - Apple Watch Portable Battery 6700mAh,10+ Sold,2,(2),$ 398.00
127,Fitbit - (Black) Fitbit inspire 2 Fitness Tracker Smart Fitness Bracelet Silicone Strap Smart Watch Wristband Healthy Heart Rate Sports Bracelet Waterproof 50 meters,Null,Null,Null,$ 825.00
128,Fitbit - Fitbit Charge 4 - Black,Null,Null,Null,$ 998.00
129,Casio - Electronic Watch - MQ-24-7B3LDF (Parallel Import Goods),20+ Sold,5,(2),$ 90.00
130,Casio - Electronic Watches - LTP-1183A-1A (Parallel Import Goods),20+ Sold,4.5,(2),$ 185.00
131,Xiaomi - Xiaomi Mi Watch Black,Null,Null,Null,$ 899.00
132,Xiaomi - MI SMAR BAND 5 BLACK - Parallel Import,Null,Null,Null,$ 168.00
133,Havit - M9005W (黑色) 彩色可觸摸式無線充電智能手錶,Null,Null,Null,$ 435.00
134,"Amazfit - Amazfit Neo Smartwatch, Black",Null,Null,Null,$ 298.00
135,Honor - 行動電源 10000mAh AP10QM｜18W 雙向快充｜12 種安全防護指標｜高品質鋰聚合物電池,Null,Null,Null,$ 99.00
136,Zeblaze - GTS 2(Black),Null,Null,Null,$ 468.00
137,"TSK - Japan TSK full-screen touch sports real-time heart rate smart bracelet, oximeter smart watch",Null,Null,Null,$ 663.00
138,"Amazfit - Amazfit Band 5 Fitness Tracker, Orange",10+ Sold,Null,Null,$ 298.00
139,Zeblaze - Ares Smart Watch - RED,Null,Null,Null,$ 299.00
140,"Amazfit - T-Rex New Military Style Sport Watch, Camo (International Version)",Null,Null,Null,$ 898.00
141,#N/A - Nylon Loop Sport Band for Apple Watch 1/2/3/4/5/6 42/44mm,80+ Sold,4.3,(3),$ 85.00
142,MI - Mi Band 5,100+ Sold,5,(2),$ 228.00
143,"Amazfit - Bip U Pro Smart Watch, Green",Null,Null,Null,$ 598.00
144,Casio - Electronic Watch - GA-100B-7A (Parallel Import Goods),Null,4,(1),$ 750.00
145,"Amazfit - GTR- 47mm Aluminium alloy, Black",Null,Null,Null,$ 898.00
146,Zeblaze - Ares Smart Watch - Green,Null,5,(1),$ 299.00
147,TSK - Japan TSK H19 high-performance large-screen monitor smart watch sports,Null,Null,Null,$ 398.00
148,Casio - Casio - Electronic Watches - LRW-200H-2B (Parallel Import Goods),10+ Sold,Null,Null,$ 150.00
149,"Amazfit - Amazfit Band 5 Fitness Tracker, Black",20+ Sold,1,(1),$ 298.00
150,Casio - Electronic Watch - GA-100B-4A (Parallel Import Goods),10+ Sold,4,(1),$ 680.00
151,AMAZINGthing - Impact Shield Pro Apple Watch 44mm Antimicrobial Bumper Case with Tempered Glass,10+ Sold,Null,Null,$ 98.00
152,Casio - Electronic Watch - LTP-1303D-7AVDF (Parallel Import goods),Null,Null,Null,$ 200.00
153,Honor - HONOR Band 6 - Sandstone Grey,Null,Null,Null,$ 329.00
154,JTSK - W19 smart ultra-thin heart rate blood oxygen monitoring sports waterproof watch-pink,10+ Sold,Null,Null,$ 398.00
155,Fitbit - inspire 2 Health & Fitness Tracker + Heart Rate Smart Band Black,20+ Sold,Null,Null,$ 780.00
156,Xiaomi - Xiaomi Mi Watch Lite Navy Blue,Null,Null,Null,$ 429.00
157,Casio - Electronic Watch - BGA-190BC-7B (Parallel Import goods),10+ Sold,Null,Null,$ 650.00
158,MI - Xiaomi Smart Bracelet 5 Dynamic Color Screen Women's Health 24-hour Heart Rate  (parallel import),Null,Null,Null,$ 208.00
159,"Amazfit - Amazfit Band 5 Fitness Tracker, Olive",10+ Sold,Null,Null,$ 298.00
160,Huawei - Huawei Band 6 Amber Sunrise,Null,Null,Null,$ 369.00
161,Casio - Casio - Electronic Watches - LRW-200H-3C (Parallel Import Goods),10+ Sold,Null,Null,$ 150.00
162,JK Lifestyle - Japan TSK W4+ Watch Phone English,Null,Null,Null,$ 698.00
163,"Havit - (Gray) Havit H1103A Touch Screen Business Watch-不銹鋼錶帶手錶 Smart Sports Watch Smart Watch Stainless Steel Strap Calculate heart rate, blood, sleep monitoring Weather forecast 30m water resistance",Null,Null,Null,$ 268.00
164,"JK Lifestyle - Korea JK- smart bracelet sport pedometer heart rate, blood pressure monitoring bracelet pattern",Null,Null,Null,$ 298.00
165,JK Lifestyle - South Korea JK Color Screen M3-PLUS Smart Bracelet Heart Rate and Blood Pressure Bluetooth Sports Bracelet,Null,Null,Null,$ 198.00
166,日本熱銷 - Multifunction Children's Electronic Watch Electronic Watch Electronic Watch-Blue,20+ Sold,3,(1),$ 88.00
167,Casio - Casio - Electronic Watches - LTP-V300D-4A (Parallel Import Goods),Null,Null,Null,$ 320.00
168,Zeblaze - Official GTS Smart Watch IP67 microphone speaker Heart rate sensor BT 5.0 smart watch Grey,Null,Null,Null,$ 398.00
169,"Amazfit - Amazfit Neo Smartwatch, Green",Null,Null,Null,$ 298.00
170,DESIROUS - GT2 Health and Intelligent Sport watch(Black),10+ Sold,Null,Null,$ 669.00
171,CASEMATE - 42/44 mm Apple Watch Linked Watchband – Black/Space Grey,10+ Sold,Null,Null,$ 438.00
172,"Havit - NEW(Blue) Havit M9006 Pro*** Smart Watch 9.3mm Ultra-Thin Watch 1.4"" Screen Size IP67 Waterproof rating",Null,Null,Null,$ 234.00
173,Pelican - Protector Watch Band for Apple Watch 42mm / 44mm - Camo Green (447 C),Null,Null,Null,$ 365.00
174,Zeblaze - Vibe 6 smart watch (Black),Null,Null,Null,$ 599.00
175,Misfit - PHASE SILVER WITH SILICONE STRAP MIS5004 ,Null,Null,Null,$ 338.00
176,Zeblaze - Official GTS Smart Watch IP67 microphone speaker Heart rate sensor BT 5.0 smart watch BLK,Null,Null,Null,$ 398.00
177,Zeblaze - Official GTS 2 Bluetooth calling IP67 Smart Watch Heart rate sensor BT 5.0 Blood pressure Smart Watch Black,Null,Null,Null,$ 468.00
178,Casio - Electronic Watches - AE-1200WHB-1B (Parallel Import Goods),Null,Null,Null,$ 210.00
179,BODY HEAT - Q9 Smart Watch Bracelet multiple colors straps health Monitor Call Alert full message read-Black,100+ Sold,4.4,(15),$ 598.00
180,Zeblaze - Official GTS 2 Bluetooth calling IP67 Smart Watch Heart rate sensor BT 5.0 Blood pressure Smart Watch Black,Null,Null,Null,$ 468.00
181,Zeblaze - Official GTS Smart Watch IP67 microphone speaker Heart rate sensor BT 5.0 smart watch Grey,Null,Null,Null,$ 398.00
182,AsaKusa - V200 Smart Sports Watch,Null,Null,Null,$ 439.00
183,#N/A - Elastic Braided Watchband (Compatible with Apple Watch Series) - Atlantic Blue,20+ Sold,3,(1),$ 129.00
184,Zeblaze - GTS 2(Silver),Null,Null,Null,$ 468.00
185,Lenovo - Color screen Heart rate smart wristband - WD06,10+ Sold,3,(1),$ 199.00
186,Stritra - 6x Watch Strap Band Loop Fastener Ring Bracelet Hoop For Garmin 5/5 Plus 6/6 Pro,10+ Sold,2.5,(2),$ 36.00
187,Casio - Electronic Watches - LQ-139BMV-1B (Parallel Import Goods),20+ Sold,4.6,(3),$ 90.00
188,Casio - Electronic Watch - MTP-E309L-5A (Parallel Import goods) (Parallel Import goods),Null,4,(2),$ 409.00
189,Stritra -  Screen Protector Clear TPU Soft Compatible For Garmin Venu / Active NEW,Null,5,(1),$ 20.00
190,JTSK - Z6 Waterproof Children's Smart Touch Phone Watch LBS Base Station Location Remote Photo-Blue,10+ Sold,Null,Null,$ 473.00
191,JTSK - W18 1.3 inch large screen health step counter sports waterproof smart watch - Purple,10+ Sold,Null,Null,$ 473.00
192,DADO - DO-R: Apple Watch 錶帶 Magsafe 保護殼 蘋果手錶座,20+ Sold,5,(1),$ 298.00
193,Honor - HONOR Band 6 - Coral Pink,Null,Null,Null,$ 329.00
194,AMAZINGthing - Impact Shield Pro Apple Watch 40mm Antimicrobial Bumper Case with Tempered Glass,Null,5,(1),$ 98.00
195,Xiaomi - KKJ-2021 SMART WATCH NY15 (BLACK)  - Parallel Import,Null,Null,Null,$ 168.00
196,SANRIO - [Limited Edition] Sanrio Waterproof Children Electronic LED Smart Sports Bracelet-Hello Kitty White,Null,Null,Null,$ 380.00
197,SUUNTO - MAGNETIC CABLE (S7),Null,Null,Null,$ 300.00
198,Zeblaze - Official Smart Watch Waterproof 30M Blood Pressure Heart Rate Sleep Reconnaissance ARES Kahki,Null,Null,Null,$ 368.00
199,Casio - Electronic Watches - MQ-71-1BDF (Parallel Import Goods),Null,3,(1),$ 90.00
200,JTSK - Japan JTSK Smart S1 Children's Touch Screen LBS Base Station Location Phone Watch for Boys and Girls-Pink,Null,Null,Null,$ 398.00
201,Casio - Electronic Watch - LA670WGA-1 (Parallel Import goods),Null,Null,Null,$ 200.00
202,LaVe Mini - Children's exclusive magic projection electronic watch,Null,Null,Null,$ 70.00
203,Casio - Electronic Watch - LTP-V007D-7E (Parallel Import goods),Null,Null,Null,$ 185.00
204,Nokia - Nokia Go Smart Watch Activity + Sleep Tracking 5ATM Water Resistance (Yellow),10+ Sold,5,(1),$ 118.00
205,Smart Band - E02 Black,20+ Sold,Null,Null,$ 50.00
206,Living Store - Children's exclusive magic projection electronic watch,Null,Null,Null,$ 70.00
207,DESIROUS - V101 Artificial Intelligence Fitness Tracker Monitor for heart rate and sleep (Black),Null,Null,Null,$ 249.00
208,CYGP - GT1 Super Long Standby Waterproof Smart Watch,Null,5,(1),$ 298.00
209,Havit - Havit - M9013 Multi-function Big Screen Sports Smart Watch,10+ Sold,Null,Null,$ 298.00
210,Casio - Electronic Watch - MQ-38-2ADF (Parallel Import Goods),Null,Null,Null,$ 90.00
211,DESIROUS - V100S smart sports fitness tracker New and Fashion Style(Black),Null,Null,Null,$ 279.00
212,"Havit - (Blue) Havit M9006 Pro Smart Watch 9.3mm Ultra-Thin Watch 1.4"" Screen Size IP67 Waterproof rating",Null,Null,Null,$ 234.00
213,Casio - Electronic Watches - MQ-71-2BDF (Parallel Import Goods),Null,Null,Null,$ 90.00
214,TCL - MT10 Smartwatch (Black),50+ Sold,3.1,(6),$ 199.00
215,SUUNTO - Spartan Ultra Black SS022659000 Watch (Parallel imported products),Null,Null,Null,"$ 3,402.00"
216,Casio - Electronic Watch - GA-500WG-7A (Parallel Import goods),Null,Null,Null,$ 768.00
217,Casio - Electronic Watch - BGA-160-4B  (Parallel Import goods),Null,Null,Null,$ 608.00
218,Casio - Electronic Watch - MTP-E301D-1B (Parallel Import goods),Null,4,(1),$ 388.00
219,Casio - Electronic Watch - MTP-E309L-1A (Parallel Import goods) (Parallel Import goods),Null,Null,Null,$ 409.00
220,Casio - Electronic Watch - MTP-E309L-3A (Parallel Import goods),Null,2,(2),$ 409.00
221,Nokia - Steel 36 mm Activity & Sleep waterproof bluetooth smart watch Limited Edition Rose GOLD,Null,Null,Null,"$ 1,460.00"
222,SUUNTO - Spartan Sport Wrist HR Baro Stealth (Parallel Import goods),Null,Null,Null,"$ 2,999.00"
223,SUUNTO - Traverse Alpha Woodland (Parallel Import goods),Null,Null,Null,"$ 2,749.00"
224,SUUNTO - Traverse Alpha Concrete (Parallel Import goods),Null,Null,Null,"$ 2,749.00"
225,SUUNTO - 9 multisport GPS watch - Black,Null,Null,Null,"$ 3,912.00"
226,SUUNTO - 3 Fitness - Copper,Null,Null,Null,"$ 1,752.00"
227,MyKronoz - ZeTime Premium - Brushed Pink Gold/Brown Vintage Leather (44mm),Null,Null,Null,$ 849.00
228,SUUNTO - Spartan Trainer Wrist HR Gold (Parallel Import goods),Null,Null,Null,"$ 1,699.00"
229,New Balance - EX2-906 (Light green/Grey),40+ Sold,Null,Null,$ 200.00
230,SUUNTO - Spartan Sport Wrist HR - Blue,Null,Null,Null,"$ 3,592.00"
231,SUUNTO - Spartan Sport Wrist HR - Sakura,Null,Null,Null,"$ 3,592.00"
232,Withings - NOKIA Go Activity & Sleep Tracker BLUE Genuine Product,Null,Null,Null,$ 238.00
233,Withings - Nokia Go Activity & Sleep Tracker Red Genuine Product,Null,Null,Null,$ 238.00
234,Withings - Nokia Go Activity & Sleep Tracker Green Genuine Product,Null,5,(1),$ 238.00
235,SUUNTO - Spartan Trainer Wrist HR - Blue,Null,Null,Null,"$ 1,832.00"
236,LG - LG CAM Plus Only Suitable For LG G5(Parallel imported products),Null,4,(1),$ 59.00
237,Xiaomi - Amazfit Band 2 Black A1713,Null,Null,Null,$ 528.00
238,"Amazfit - Bip S SmartWatch, Pink (International Version)",Null,Null,Null,$ 698.00
